customer_tweet_id,customer_text,amazon_reply,true_intent,true_escalate,true_escalation_reason
1287017,@AmazonHelp The first pic is a screenshot from the @26523 official website n 2nd pic is from @115850 n 3rd is the 10$ conversion in rupees https://t.co/vYFnzmaxLs,"@406984 However, I'll pass along your feedback to the team concerned for review. 2/2 ^HD",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
142058,"@148057 @115850 @AmazonHelp Hey Amazon, why is Aadhaar needed?",@148056 Kindly reply to the correspondence you've received from us for further assistance. Appreciate your understanding. ^SM,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
327588,"@AmazonHelp ""Sold by https://t.co/LQYgU4yBnA LLC""",@194093 You can check out available options by using the Online Retunrs Center here: https://t.co/4p4HwPguR2 ^GL,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1919906,"@AmazonHelp @115851  @115850  thanks a ton for making my diwali extra happy 
 Got my phone at 8 am today 
 Thanks again","@219626 Glad to hear about the delivery update, appreciate your patience while we worked on it. ^MJ",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
577770,"@AmazonHelp I  don't need your apologies i just need my product delivered to me that's  it. As i have already shared all information with your customer representative  many times 
what other information you want for  connecting with me i can't understand  ????????????","@227488 I understand that you're unhappy with this service. This was never really intended, I would request you to revert back to the correspondence e-mail because we wouldn't be able to proceed further. ^KK",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1626623,@AmazonHelp will have to turn to Flipkart I suppose to meet my requirement of genuine product!,@498002 Looks like you've had an unpleasant experience. Could you please elaborate on your concern so that we can help you? ^SS,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2735647,"I got a call back from @115821 today regarding my misdelivered packages. I didn't get the name of the rep who spoke with me, but he was super helpful! Thank you @AmazonHelp folks!!",@144759 Thanks for taking the time to share the love! We all hope you enjoy the rest of the night! ^EP,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
317744,@115850 See the marketing gimmick carried out to misguide customers. Same product price has increased on Festival sale. https://t.co/7iiMjKJwU8,"@191833 you the lowest price, may result in fluctuations in our prices over time. 2/2 ^PS",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2459939,"@AmazonHelp Hi ,,,actually i took amazon development project from creative bug(saranshs group-delhi), iam doing this from 4months i done perfectly and sent full information of all shops registrations i done ,,, i have maintained 30employees with 3branches in 3districts,  but no bills","@704444 Apologies Sekhar, Twitter being a public platform we do not have access to any such business transactions. I would request you to please contact the concerned team you worked along with, for a better insight. Thank you for understanding. ^SI",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
353235,@115850 shipng date SEP 21..till now not deliverd https://t.co/BPGoYUK3pk,"@199974 We will sort this for you. Also, please don’t provide your tracking details as we consider 2/3 ^SB",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
250699,@AmazonHelp https://t.co/ICFSjqe5s3.    Thank you!,@175581 I'm not able to reproduce the situation. Are you still seeing the listed pricing you had provided in the screenshot? ^MJ,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
297296,"@AmazonHelp Reiterating again-""There has been NO emails from Social Media team for LAST 28 DAYS"" @115821 @115850 Please STOP posting fake tweets again",@186821 I get your concern. Since you have not received any emails. Please share your details here: https://t.co/GIJyeYqKE0. 1/2 ^PS,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
176468,"@AmazonHelp Purolator failed yet again to deliver the item I ordered last week for one-day delivery. Amazon ""guaranteed delivery"" on Friday. What are my options here? Can I re-order and have you deliver on your own trucks?","@157519 Prime One-Day and Two-Day Shipping refers to business days in transit once shipped, and doesn't include any processing time. There is currently no way to request a carrier to ship. 
We're happy to look into available options here: https://t.co/Q7Ftz6nj80 
-Lydia L.",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
269130,@AmazonHelp  My Gift card code is not working. Please help,@180171 Sorry to know you're facing issues with gift card. Please reach us from here: https://t.co/rS49hgaADF we'll assist you. ^SV,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
526506,"@AmazonHelp Can you resend the link once, I already did earlier, Will do again if needed.",@241842 Kindly fill in your details here: https://t.co/GIJyeY99fq and we'll get in touch with you soon. ^PB,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
485348,"After years of buying, first time I ship with Amazon Logistic and it's just a quick way to throw away my money, 800 $ lost in merchandise and you just can not be held responsible. What good policies, guys, great work. @115821 @116928, that was a Black Friday in deep","@230469 Hi, can you tell us a bit more about the issue without sharing any personal or account information? ^JJ",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
63938,"@AmazonHelp filled the form and got this message 
Your message has been sent. We will contact you within 12 business hours, 7 days a week 10:00 to 19:00 IST.
12 days you need to solve this issue
what the hell it is team",@130667 Please confirm if you have provided the details shared earlier by 'SC' and we'll look into your concern at the earliest. ^SF,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2557150,@119625  you guys need to fix this. iPad iOS 11.x https://t.co/yLI6QO2KSZ,"@725993 Could you please tell us what exactly is the issue you are facing while watching prime video, so we get this checked with our concerned team? ^BS",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
426351,@216403 @AmazonHelp Hi Amazon r u hearing at all,@216405 We are following up with the concerned customer. ^RW,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1184741,@AmazonHelp Yes but neither I nor the recipient redeemed it. This was a 21st birthday present and it has gone horribly wrong through no fault of ours,@398603 Thanks for clarifying Mags. Please forward your details - https://t.co/tkLCr7DNil w'd like a specialist to investigate. ^TP,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
304607,@121284 was expecting Prime Music or something better. Got saavn which is the worst. It has 99% hindi songs!!,@188732 I get your concern. I'll be sure to forward your feedback internally. ^PS,Digital_Services_Prime,TRUE,"High customer distress, anger, or delivery grievance requiring human handling"
2670063,@120474 can you tell us why we brought 2 @263821 tickets only to get an email saying there was a problem with our order 5 mins later?,@751958 Hi Samantha. Did the email explain further what caused the issue? ^NV,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
713322,"@AmazonHelp I did, was given another refund for an item that was damaged and an apology.",@290615 I can certainly understand any frustration. Please let us know if you continue to have trouble. ^LI,Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
1269495,"@115850 
What will I get by filling damn forms..
Make it quick u b*****s","@387622 Twitter being a social media platform, we will not be able to access your account details, Vedanshu. ^KS 1/2",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
611112,"@AmazonHelp hi , nothing happenned reg my last query. ????","@265298 Are you referring to your account being put on hold, Anil? ^NR",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1495621,"@AmazonHelp Order was dispatched at 11.39 and is being delivered from Fife, Scotland. I live in Surrey.. Good luck getting in here on time.","@467265 Hi James, what does the latest scan on the tracking say? ^AT",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1464129,@459845 @AmazonHelp It's so annoying. I talked to @AmazonHelp two days ago and I asked them if putting the gate code means it gets delivered to my door directly. Support says yes.. Well guess where the fucking package is yet again..,"@459844 Oh no! I'm sorry to hear about this. I'd like to have a member of my team look into this with you. When you get a moment, please provide some additional details: https://t.co/foGsOx9LHT ^SW",Shipping_Delivery_Issues,TRUE,"High customer distress, anger, or delivery grievance requiring human handling"
1744129,"@AmazonHelp I have gone through the whole help index and nothing on there covers my problem, the parcel is lost in transit so i cannot return it as i have never had it, what should i do ?","@526006 You can join our customer service to resolve this problem via: https://t.co/MBTDQi7u2J  
^YL",Returns_Refunds_Damaged,TRUE,Physical return or item replacement triage
815510,"@AmazonHelp Tracking #

229158691490

Tracking #

135121724679

Tracking #

237303606015

I need this by tomorrow, share me the latest update",@314201 We'll not be able to check your information here. Did we miss our estimated delivery date? 1/2^SC,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2310311,@AmazonHelp No. The estimated delivery date has passed but the product isn't even shipped yet.,"@670044 Sorry about your experience, Pradyumna. Kindly fill in the details here: https://t.co/beaaDm0muc, we'll check and get back to you with an update at the earliest. ^HS",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1428632,@AmazonHelp Account specialist sent me same email again to again,@124474 The resolution provided by our account specialist team is the best. We wouldn't be able to provide any further insight on this. ^NS,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
527153,@AmazonHelp https://t.co/Xgr0HmMPi3,"@242012 Have you used the 'Contact Seller' option provided within your order details? For more information, please refer to the following: https://t.co/Uzys6m2vUQ ^WM",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
675173,@AmazonHelp Today.,@134539 Sorry to hear that you've had issues recently. Keep an eye on your tracking: https://t.co/aaDyEz1VgE for updates and keep us posted.^TI,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
848143,@115830 so i have been waiting in all day and keeping an eye on the post for my CD and i get this??? You obviously didn't try hard enough. https://t.co/Z9kNlvwXje,@321568 I'm truly sorry this happened! We want to help. Please contact us here for further assistance: https://t.co/JzP7hlA23B ^SH,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
764784,@115828 how come games released on Tuesday aren't delivered until Thursday? Why aren't they delivered the day they come out?,"@302792 Happy to help, Christopher! If the game has Release Date delivery, you can find that info here https://t.co/2O2uwQO0Vb ^HM",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
322628,@AmazonHelp @115850 I am really disappointed with your services. i will not buy and will not recommend for my friends and family as i lost trust onyourService,@191896 I'm sorry for any trouble. Could you please elaborate so that we can assist you accordingly in the best possible way? ^RW,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
725265,"Just got off the most frustrating 35min call w @115821 . I get hacked yet,I get treated like the criminal. Where did good customer serv. Go?",@164420 That's not the experience we like to hear about. What options/info did we provide you when you contacted us? ^GG,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
363318,@AmazonHelp My parcel was wrongly returned on calling cs giving diff answers and ask me to rebook and increase the cost. Too many other issues as well,"@202081 to reinstate the order. Request you to place a new order. Further, I'll surely forward this as feedback internally. (2/2)^SQ",Returns_Refunds_Damaged,TRUE,Physical return or item replacement triage
2960429,So @115821 has a delivery service that says they delivered a package but didn't.,"@817046 Oh no! I'm sorry to hear you didn't receive your package! I'd like to have a member of my team look into this for you. When you get a moment, please provide us with some additional details: 
https://t.co/W6Ks8upE5t ^SW",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
302240,"If @115821 is going to do its own package delivery, it might want to ask @115817 and @81 for simple tips on stopping package theft... https://t.co/PC6xYVsEQu","@188115 My team can make sure this is escalated properly. When you have time, send us your details here: https://t.co/pUlgN6FQG8 ^EP",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
969353,@AmazonHelp Should I ? I don't think so,@350086 Please get in touch with us using the link mentioned above by my colleague 'SH'  and we'll sort out your issue. ^AU,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1737618,@AmazonHelp I can't see the response.,@201488 We have responded to your query over DM. I request you to kindly check once again. ^SY,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1318271,@AmazonHelp I asked that when will u release I know that new movies'll be released in prime. Com. Ur answer is completely different from my question,@287450 We do not have an announcement yet. Kindly stay tuned for an update! ^EM,Digital_Services_Prime,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2379820,@AmazonHelp My account email has changed by someone somewhere... It was __email__ mobile 9702040076,"@686233 Kindly fill in the details or connect with our support team for assistance on it. We will not be able check your details over social platform. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2952349,alright @115821 I'm going to need y'all to deliver my stuff. it was supposed to be here yesterday. so much for 2 day prime delivery,@392402 Oh no! So sorry for the delay! We are here to help! What is the current order status shown here: https://t.co/Y5jpI9gRhE ^AD,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2350857,@AmazonHelp I have been charged twice for an item I bought from amazon.es can I have my money back?,@679465 Hi Luis! We recommend you to verify this information: https://t.co/YBx84bjI42 ^HC,Account_Billing_Membership,TRUE,"Financial transaction, refund request, or account security verification required"
1547593,Thanks alot Amazon to deliver the order on 8th Nov'17. Kudos. @115850,@479145 Thank you for letting us know that you got the order on time. Appreciate your patience. ^RW,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2352344,@AmazonHelp Is it still on the way??? I mean WTF?? Its near month i made my order and i still dont find any status of my order. Its time to sue you for using my money whole month @115850 https://t.co/xcazqwPOtQ,@663967 This isn't the kind of service we would want our customers to experience. Please reply to the email you've received from our team and we'll reach out to you. ^KA,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1309587,"@115850 very dissatisfied with service.1st order Boom  box was not getting on,2nd cd drive cover/flap was broken..still no refund yet https://t.co/vJA8gga6Kk",@426045 information. Our Twitter page is public. 3/3 ^SH,Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
2825730,@115850 today morning @ 8 am a call from your cust-care number 9064193115 asked my credit card number and tried to hack it making transaction of 9994/- and asked for otp recieved as followup of transation made last night kindly look into it,"@787165 Sorry for the inconvenience, however we do not ask for such details owing to your account safety. We would like to investigate up on this kindly fill in the details on the secured link here https://t.co/beaaDm0muc and we'd connect with you after the investigation. ^KK",Account_Billing_Membership,FALSE,Informational inquiry or general brand feedback safe for auto-reply
440509,"@AmazonHelp AMZL US. I had a package come successfully yesterday when I wasn't home, but today they say it's deliverable haha",@219505 We'd like to ensure this is addressed! Please provide some details about the issue here: https://t.co/w9SBmf6MVr ^WT,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2290046,@AmazonHelp Send me the link again,@623801 You should have received a correspondence from our team. You can check it here:https://t.co/8DAc10S7ww ^EM,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1296555,@AmazonHelp Shameful refund still not paid despite assurance from you that it will be resolved in next 5 days. Its been over 2 months now.,@206187 Hi. Sorry to hear this. Please get in touch here: https://t.co/JzP7hlA23B and we'll investigate this for you. ^RL,Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
1495514,can you get extension on @115821  rfp,"@467240 We'd like to help. Without providing account details, can you elaborate? ^GM",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
861220,@AmazonHelp Not good company Amazon,"@190745 That's quite a remark. I'd like to help, kindly drop your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^MO",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2827355,@AmazonHelp Noted. Will contact at the link.,@787530 Thank you for your understanding. Do keep us posted for any further concerns; we'll be glad to assist you. ^VN,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2774191,@AmazonHelp je vous donne le numero de commande par DM?,"@775317 Pour des mesures de confidentialité, nous n'avons pas accès à votre compte depuis twitter, je vous invite à contacter notre service client directement via le lien suivant :  https://t.co/hgIrz98cdI ^SB",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
937307,"@AmazonHelp I wish for my item, that I paid for and didn't receive",@342203 I understand your frustration. Using the link ^ML provided will allow you to look into available options. ^KP,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2612200,"@AmazonHelp estoy en estos momentoosss jajajaj flipantee, parecia que se iba a parecer al otro pero esta muy mejorado, por cierto amazon he recibido un codigo promocional y no se por que no me lo lee es algo de nintendo https://t.co/gAbLYCQYBZ","@738599 Genial. 😉👍Si tuvieras que elegir por uno de los 2, ¿podrías decidir con cuál quedarte? Con respecto a tu consulta, te recomiendo poder contactar con nuestro departamento de Servicio al Cliente, en el siguiente enlace: https://t.co/OjvUxwnzPe ^KA",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
738384,"@AmazonHelp Submitted. 
Please check and solve.","@296603 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2460811,"@AmazonHelp Did. Again. Waiting for your ""correspondence"" to reach me.","@679782 Thank you for confirming. If you've shared the details, we'll look into it and get back to you soon. ^MO",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
363336,"@115850 @4167 Hi There, Why is the @36131 Wallet (R31792116) MRP:999 been shown more than the actual site is offering MRP:900 https://t.co/HXUxC3My4p | AI - https://t.co/qzD8R4f0OB | Myntra - https://t.co/ESlkhA4iHh https://t.co/jTfgNoZM17",@202082 receive from our sellers. You may also visit this link: https://t.co/yQb39uNRsX for more information. (2/2) ^HD,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
197825,@AmazonHelp @115821 box came cut open and retaped from YOUR logistics company. Called AMZL and the sent me right back to CS who won't help https://t.co/nZf0Q9ht8s,@162520 I'm so sorry! We'd like to help! What information or instructions did you get when you called us? ^TK,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
354497,@AmazonHelp I have lost patience. And i believe you folks @115850  don't care about it,@200264 Any communication will be sent here: https://t.co/0ewkYhOiSB. Please revert to it for further assistance. ^RW,General_Product_Inquiry,TRUE,"High customer distress, anger, or delivery grievance requiring human handling"
2562070,i accidentally just purchased 38 dollars worth of kindle books and i really hope i can cancel that @115821,@727111 Oh my! Let us know if you have any troubles when canceling the orders. You may also reach out to us in real time here: https://t.co/hApLpMlfHN. ^AL,Digital_Services_Prime,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2110261,"@115850 1 @AmazonHelp I have DM u the exact details
Kindly have a look on it asap",@494348 We have responded to your DM. Request you to check with the same. ^GD,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1629851,"@119356 @118919 It's 19th November and I've not yet received the refund amount. @119356 @115850 @118919 
It's been told to me that the amazon services don't share bank reference number against the refund immediately after the refund process has been started.",@498872 Sorry to know about the refund issue. Have you reported this concern to our support team using this link here: https://t.co/00q4Sqj9zL for assistance?,Returns_Refunds_Damaged,TRUE,"Financial transaction, refund request, or account security verification required"
2310965,@115821 delivery service needs to learn the difference between Sacramento and West Sacramento.,@187111 I'm sorry for any inconvenience! Have we missed the delivery date stated in your confirmation e-mail: https://t.co/L9Xapf1v25? ^GM,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
54408,@AmazonHelp et pour l'avis de passage ? j'en fais quoi ? la poste peut me filer mon colis avec ce petit bout bois ?,@128315 Vous présentez juste votre pièce d’identité pour pouvoir retirer votre commande. ^BR,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2877816,Amazon forreal robbed me. I bought underwear for $32 and they have the nerve to put it on sale for $19.98.... I'm telling my mom @115821 @AmazonHelp,"@798787 I am sorry to hear this Michael. Can I ask, when did you purchase this item please? You may be within your 30 day return window and you can check this here: https://t.co/Y5jpI9gRhE.^GA",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1706381,"@115850 the exchange offers is available but when clicked to buy, no exchange available. please fix the issue.",@517149 -might not be eligible for the buyback program for now. (2/2) ^RI,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
322887,@AmazonHelp I have got an empty box but i am guilty because in back once i have faced same problem.,@192916 Sorry for the hassle Manish. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1393866,@AmazonHelp Where is the question in the email? It says that @115850  will get back to me in 3-5 days of which 4 are over. This is after my 10+ attempts. Stop misguiding me. Or else all of this will form my submission to Court when I drag Amazon to Court. https://t.co/ZdL0oiFaEF,@330913 Kindly reply to the email and we will get back to you with an update. ^MP,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1461537,"@AmazonHelp Already been through that rubbish and nothing was resolved, via chat or phone.","@459213 I'm sorry about that! When you contacted us, what was advised? ^MH",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
255046,"@AmazonHelp Dude ! I think you have no empathy!Maybe you should get a 30% cut in your salary for trusting the company, who knows if you are getting paid",@176634 I get your disappointment. I'll be sure to pass your feedback to the concerned team internally. ^SG,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1179697,@AmazonHelp It was the Amazon delivery,"@397440 We'd like to investigate this with you, Jess. Can you please reach out to us here? Thanks! https://t.co/U0bAMEUeXb ^RM",Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2387905,"@AmazonHelp I have noticed an error in your invoicing and will be happy to share feedback. Nothing against Amazon, I appreciate the work you guys do. GST is a mess.",@241865 Please write us your feedback here: __email__ &amp; we'll be glad to review it with the concern teams.^SF,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2746054,@115821 my account has been compromised. What is the customer service number,"@405205 Oh no! We'd love to help, Ashley! Please reach out to us from here: https://t.co/jzvkhdlrK5 It will let you skip the sign in process to contact us. Let us know if you have any questions! ^AJ",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1773790,"@AmazonHelp Order still stuck.  Let me start this over, would you care to help me with my stuck order @AmazonHelp ? https://t.co/Ko0q88U7mR","@533099 Oh no! I'm sorry about the wait, Doug! Have we missed delivery date shown in confirmation e-mail? What was date given? ^FR",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
179586,@AmazonHelp I had already done that. But your team said they had investigated &amp; could not help further.,@158299 Request you to reply to our correspondence sent to your email ID so that we could look into this. ^GS,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
857831,@AmazonHelp what revert. i added arnd 70rs frm gv 1 pipa code..and 130 frm faasos. for 300rs u r asking me to fax all details.. isnt it too much ???,@323416 land via fax. Please follow the steps suggested in forwarding your details for further assistance. (2/2)^SQ,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1883306,"@115850 I expected u to be courteous by atleast informing me,on my inquiry I was told it has been delayed,just expect 1 favour from you.","@560851 Your order will be delivered on priority once it reaches the destination city, appreciate your patience. 2/2 ^MJ",General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
1770165,"@AmazonHelp Initially it said delivered, but then when pulling it up through USPS tracking, it said forwarded (I recently moved, but had the package sent to my new address anyway - no fwd needed). I called USPS and they said they'd look into it. Now it says delivered again but nothing here.",@532170 That's not good. Let's talk about this in real time. Please call or chat with us here: https://t.co/XCjjqQjhDF ^BA,Shipping_Delivery_Issues,FALSE,Informational inquiry or general brand feedback safe for auto-reply
2290135,@AmazonHelp I observed it for the same product that I have in cart. Item and seller is same..,@665278 That's strange. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for further assistance. ^RW,General_Product_Inquiry,FALSE,Informational inquiry or general brand feedback safe for auto-reply
