customer_tweet_id,customer_text,amazon_reply
2350857,@AmazonHelp I have been charged twice for an item I bought from amazon.es can I have my money back?,@679465 Hi Luis! We recommend you to verify this information: https://t.co/YBx84bjI42 ^HC
1547593,Thanks alot Amazon to deliver the order on 8th Nov'17. Kudos. @115850,@479145 Thank you for letting us know that you got the order on time. Appreciate your patience. ^RW
2352344,@AmazonHelp Is it still on the way??? I mean WTF?? Its near month i made my order and i still dont find any status of my order. Its time to sue you for using my money whole month @115850 https://t.co/xcazqwPOtQ,@663967 This isn't the kind of service we would want our customers to experience. Please reply to the email you've received from our team and we'll reach out to you. ^KA
1309587,"@115850 very dissatisfied with service.1st order Boom  box was not getting on,2nd cd drive cover/flap was broken..still no refund yet https://t.co/vJA8gga6Kk",@426045 information. Our Twitter page is public. 3/3 ^SH
2825730,@115850 today morning @ 8 am a call from your cust-care number 9064193115 asked my credit card number and tried to hack it making transaction of 9994/- and asked for otp recieved as followup of transation made last night kindly look into it,"@787165 Sorry for the inconvenience, however we do not ask for such details owing to your account safety. We would like to investigate up on this kindly fill in the details on the secured link here https://t.co/beaaDm0muc and we'd connect with you after the investigation. ^KK"
440509,"@AmazonHelp AMZL US. I had a package come successfully yesterday when I wasn't home, but today they say it's deliverable haha",@219505 We'd like to ensure this is addressed! Please provide some details about the issue here: https://t.co/w9SBmf6MVr ^WT
2290046,@AmazonHelp Send me the link again,@623801 You should have received a correspondence from our team. You can check it here:https://t.co/8DAc10S7ww ^EM
1296555,@AmazonHelp Shameful refund still not paid despite assurance from you that it will be resolved in next 5 days. Its been over 2 months now.,@206187 Hi. Sorry to hear this. Please get in touch here: https://t.co/JzP7hlA23B and we'll investigate this for you. ^RL
1495514,can you get extension on @115821  rfp,"@467240 We'd like to help. Without providing account details, can you elaborate? ^GM"
861220,@AmazonHelp Not good company Amazon,"@190745 That's quite a remark. I'd like to help, kindly drop your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^MO"
2827355,@AmazonHelp Noted. Will contact at the link.,@787530 Thank you for your understanding. Do keep us posted for any further concerns; we'll be glad to assist you. ^VN
2774191,@AmazonHelp je vous donne le numero de commande par DM?,"@775317 Pour des mesures de confidentialité, nous n'avons pas accès à votre compte depuis twitter, je vous invite à contacter notre service client directement via le lien suivant :  https://t.co/hgIrz98cdI ^SB"
937307,"@AmazonHelp I wish for my item, that I paid for and didn't receive",@342203 I understand your frustration. Using the link ^ML provided will allow you to look into available options. ^KP
2612200,"@AmazonHelp estoy en estos momentoosss jajajaj flipantee, parecia que se iba a parecer al otro pero esta muy mejorado, por cierto amazon he recibido un codigo promocional y no se por que no me lo lee es algo de nintendo https://t.co/gAbLYCQYBZ","@738599 Genial. 😉👍Si tuvieras que elegir por uno de los 2, ¿podrías decidir con cuál quedarte? Con respecto a tu consulta, te recomiendo poder contactar con nuestro departamento de Servicio al Cliente, en el siguiente enlace: https://t.co/OjvUxwnzPe ^KA"
738384,"@AmazonHelp Submitted. 
Please check and solve.","@296603 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN"
2460811,"@AmazonHelp Did. Again. Waiting for your ""correspondence"" to reach me.","@679782 Thank you for confirming. If you've shared the details, we'll look into it and get back to you soon. ^MO"
363336,"@115850 @4167 Hi There, Why is the @36131 Wallet (R31792116) MRP:999 been shown more than the actual site is offering MRP:900 https://t.co/HXUxC3My4p | AI - https://t.co/qzD8R4f0OB | Myntra - https://t.co/ESlkhA4iHh https://t.co/jTfgNoZM17",@202082 receive from our sellers. You may also visit this link: https://t.co/yQb39uNRsX for more information. (2/2) ^HD
197825,@AmazonHelp @115821 box came cut open and retaped from YOUR logistics company. Called AMZL and the sent me right back to CS who won't help https://t.co/nZf0Q9ht8s,@162520 I'm so sorry! We'd like to help! What information or instructions did you get when you called us? ^TK
354497,@AmazonHelp I have lost patience. And i believe you folks @115850  don't care about it,@200264 Any communication will be sent here: https://t.co/0ewkYhOiSB. Please revert to it for further assistance. ^RW
2562070,i accidentally just purchased 38 dollars worth of kindle books and i really hope i can cancel that @115821,@727111 Oh my! Let us know if you have any troubles when canceling the orders. You may also reach out to us in real time here: https://t.co/hApLpMlfHN. ^AL
2110261,"@115850 1 @AmazonHelp I have DM u the exact details
Kindly have a look on it asap",@494348 We have responded to your DM. Request you to check with the same. ^GD
1629851,"@119356 @118919 It's 19th November and I've not yet received the refund amount. @119356 @115850 @118919 
It's been told to me that the amazon services don't share bank reference number against the refund immediately after the refund process has been started.",@498872 Sorry to know about the refund issue. Have you reported this concern to our support team using this link here: https://t.co/00q4Sqj9zL for assistance?
2310965,@115821 delivery service needs to learn the difference between Sacramento and West Sacramento.,@187111 I'm sorry for any inconvenience! Have we missed the delivery date stated in your confirmation e-mail: https://t.co/L9Xapf1v25? ^GM
54408,@AmazonHelp et pour l'avis de passage ? j'en fais quoi ? la poste peut me filer mon colis avec ce petit bout bois ?,@128315 Vous présentez juste votre pièce d’identité pour pouvoir retirer votre commande. ^BR
2877816,Amazon forreal robbed me. I bought underwear for $32 and they have the nerve to put it on sale for $19.98.... I'm telling my mom @115821 @AmazonHelp,"@798787 I am sorry to hear this Michael. Can I ask, when did you purchase this item please? You may be within your 30 day return window and you can check this here: https://t.co/Y5jpI9gRhE.^GA"
1706381,"@115850 the exchange offers is available but when clicked to buy, no exchange available. please fix the issue.",@517149 -might not be eligible for the buyback program for now. (2/2) ^RI
322887,@AmazonHelp I have got an empty box but i am guilty because in back once i have faced same problem.,@192916 Sorry for the hassle Manish. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
1393866,@AmazonHelp Where is the question in the email? It says that @115850  will get back to me in 3-5 days of which 4 are over. This is after my 10+ attempts. Stop misguiding me. Or else all of this will form my submission to Court when I drag Amazon to Court. https://t.co/ZdL0oiFaEF,@330913 Kindly reply to the email and we will get back to you with an update. ^MP
1461537,"@AmazonHelp Already been through that rubbish and nothing was resolved, via chat or phone.","@459213 I'm sorry about that! When you contacted us, what was advised? ^MH"
255046,"@AmazonHelp Dude ! I think you have no empathy!Maybe you should get a 30% cut in your salary for trusting the company, who knows if you are getting paid",@176634 I get your disappointment. I'll be sure to pass your feedback to the concerned team internally. ^SG
1179697,@AmazonHelp It was the Amazon delivery,"@397440 We'd like to investigate this with you, Jess. Can you please reach out to us here? Thanks! https://t.co/U0bAMEUeXb ^RM"
2387905,"@AmazonHelp I have noticed an error in your invoicing and will be happy to share feedback. Nothing against Amazon, I appreciate the work you guys do. GST is a mess.",@241865 Please write us your feedback here: __email__ &amp; we'll be glad to review it with the concern teams.^SF
2746054,@115821 my account has been compromised. What is the customer service number,"@405205 Oh no! We'd love to help, Ashley! Please reach out to us from here: https://t.co/jzvkhdlrK5 It will let you skip the sign in process to contact us. Let us know if you have any questions! ^AJ"
1773790,"@AmazonHelp Order still stuck.  Let me start this over, would you care to help me with my stuck order @AmazonHelp ? https://t.co/Ko0q88U7mR","@533099 Oh no! I'm sorry about the wait, Doug! Have we missed delivery date shown in confirmation e-mail? What was date given? ^FR"
179586,@AmazonHelp I had already done that. But your team said they had investigated &amp; could not help further.,@158299 Request you to reply to our correspondence sent to your email ID so that we could look into this. ^GS
857831,@AmazonHelp what revert. i added arnd 70rs frm gv 1 pipa code..and 130 frm faasos. for 300rs u r asking me to fax all details.. isnt it too much ???,@323416 land via fax. Please follow the steps suggested in forwarding your details for further assistance. (2/2)^SQ
1883306,"@115850 I expected u to be courteous by atleast informing me,on my inquiry I was told it has been delayed,just expect 1 favour from you.","@560851 Your order will be delivered on priority once it reaches the destination city, appreciate your patience. 2/2 ^MJ"
1770165,"@AmazonHelp Initially it said delivered, but then when pulling it up through USPS tracking, it said forwarded (I recently moved, but had the package sent to my new address anyway - no fwd needed). I called USPS and they said they'd look into it. Now it says delivered again but nothing here.",@532170 That's not good. Let's talk about this in real time. Please call or chat with us here: https://t.co/XCjjqQjhDF ^BA
2290135,@AmazonHelp I observed it for the same product that I have in cart. Item and seller is same..,@665278 That's strange. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for further assistance. ^RW
2485648,@AmazonHelp Order 114-0359413-4084248 is pending for shipment for last 8 days. Customer service execs are giving incorrect info. This is a gift and has an emotional value attached. Please let me know the status and have it delivered soon.,"@710016 That's strange. We'd like to help. Please share your details here: https://t.co/beaaDm0muc and We'll reach out to you soon. Also, please don't provide your order details here, we consider it to be personal information. ^JS"
1546644,@AmazonHelp It was emailed to me thanks for your speedy response,@478934 The code should be on the email you received. Did you get the email or has it not arrived yet? ^KM
792065,@AmazonHelp @115850 uve responded but not solved the problem. Infact I spent 20 minutes talk to another half-baked exec @115850,@183225 Allow us to take a closer look on this. Please share your details here: https://t.co/GIJyeYqKE0. We'll reach out to you.^VN
1415221,@AmazonHelp I see and when will the promo take effect as I just put an item in my cart sold by https://t.co/g4wRuPXVSD and didn't see the credit.,@448877 The promotional credit will appear at checkout. It should show that it's being applied right before you place your order. ^TH
317479,@AmazonHelp No..I've followed all instruction...router off etc... still stuck in reboot cycle,@191770 Oh. Please contact us here for specialist support:  https://t.co/JzP7hlA23B ^AT
1690814,@AmazonHelp It was handled after speaking with 3 different people. Thank you,@513307 Thanks for the update Paul. ^TP
1715663,Hey @115821 - so excited for all the free air I received with my order today. https://t.co/wLRd9yDI3A,@519581 We seek to meet our customers' expectations. Please send feedback on this packaging here: https://t.co/DD2D5df1TF ^DO
2717988,@AmazonHelp can a consumer send money to their bank acount from amazon pay balance?,"@762836 I'm sorry, currently we not have the feature to transfer money from Amazon pay balance to the bank account. You can know more about pay balance here:https://t.co/6SFF4KNZ1n ^EM"
2290752,@115850 i have already registered but response was y u purchase from seller promoted @123288 @418 @131027 https://t.co/Ag04JbdH8c,"@662712 I'm sorry for the poor experience, write to us here: https://t.co/GIJyeYqKE0 &amp; we'll check this for you. ^MJ"
1414498,@AmazonHelp Poor seller support team Contacted several time make new case but no solution on that..kindly ulter few of the policy,"@448715 Sorry to know that. I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. ^PS"
2236365,@AmazonHelp Yes it still says dispatching soon. Arriving before 8pm but that's not happening is it?,@652193 We can take a closer look at the details if you would like to contact us. Just click the link here and follow the prompts:  https://t.co/JzP7hlA23B ^EM
1344536,@AmazonHelp We had to give up after an 1hr and 40mins on the phone!!!,@433545 I'm sorry for this! Did we go over all the steps here: https://t.co/vyvXg3wokS? Did we set up any follow up as well? ^SJ
1668916,"Order ID:404-4313025-2413959,order date:31-May-17, Paras shah,I/503,Radhe 
Residency,Vadodara, mo.9227134673 ,still today norefund @115850","@356982 Sorry about that! Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll get this sorted for you. Also, ^PB (1/2)"
1131303,@AmazonHelp Your team has been working on it for 2 weeks.that shows your efficiency &amp; customer consciousness @118702 is better,@322303 I understand there has been a long delay. We'll get this checked and get back to you soon. Appreciate your understanding. ^HD
2967777,@AmazonHelp Good to know!  I used to only use the gift option if it was shipping to another person directly.  Maybe the change could be made more obvious on the checkout page.  Thanks for the quick reply!,"@805475 You're very welcome. We greatly appreciate the feedback, and your patience! ^JR"
776109,@AmazonHelp Fix the process and driver incentive. Don't incent them in a way that leads to this behavior when they are overwhelmed. Do something.,@305445 Please be sure to report these instances to improve future deliveries. ^RR
1412530,"@AmazonHelp my kindle paperwhite keeps trying to force update every 5/10 mins repeatedly. Has been doing it since Tuesday, please help",@448243 We'd love to help! Updates are sent automatically when your connected to WiFi. Is there a reason you don't want the update? ^AJ
182837,"@AmazonHelp poor customer service over phone, cannot contact carrier. Cannot even locate my item 26hrs... Cannot escalate locally.... https://t.co/IpvzNV1DlM","@159019 I'm sorry for the aggravation! When you spoke with us, What options were offered for the order? ^DD"
990382,I have not received one ? @AmazonHelp https://t.co/9lOUcNeuFe,"@354597 The Sincerest apologies Lucy, this was sent due to a technical error. Check your e-mails from us for further information. ^JE"
26914,@AmazonHelp Just now! I gave you the benefit of the doubt but I have now cancelled the order.,"@121893 Hi, what info did we give about the dispatch issue? Were any options provided? ^TS"
917574,@115850 When can I expect amazon prime music to be launched in india? Is it this going to be in this year or next?,@337843 Amazon Prime Music is one of the music streaming services available exclusively on echo devices (1/3)^SF
2622528,@AmazonHelp Ich habe aber meine Daten bei den Kollegen nicht angegeben oder einen Vertrag etc. daher meine Frage: Woher haben die meine Daten?,"@184339 Wenn du ein Kundenkonto bei Amazon.de erstellst, kannst du diese Daten auch bei allen anderen Amazon-Seiten nutzen. Liebe Grüße ^TA"
680400,"@AmazonHelp 1. Ordered a product with no cost EMI
2. Confirmed with the Support Rep that I did it right before ordering and after ordering
3. Paying the actual EMI (2/12 done) with interest instead of just EMI
4. Now your Rep says I didn't select right option.",@282346 That doesn't sound right! Let us take a look at this. Please provide the requisite details here: https://t.co/beaaDm0muc &amp; we'll assist you. ^SF
2281587,@117795 I like how I set a delivery window from 12-2 and my stuff still isn't here and the driver hasn't contacted me saying he'll be late. Providing updates would be good customer service.,@663193 Oh goodness! I'm very sorry for the troubles. What does the latest tracking update state: https://t.co/ZR8Mm376Vq? ^AB
1601604,@115850 @AmazonHelp I am already a Prime Subscriber in India. If I buy the Echo do I get the Amazon Prime charges in my Amazon Pay balance since it shows 1 year Prime included? Or do you extend the date?,@169612 If you are a prime member and purchased an echo device. 1/2 ^VH
440417,@AmazonHelp It's says the seller is FancyDressForYou ?,"@219495 Being time sensitive, we'd like to help you further. Please contact us by phone or chat here: https://t.co/hApLpMlfHN ^CM"
1081376,@AmazonHelp Grazie mille!,@375096 😉 ^GD
1028173,@AmazonHelp Amazon.in,@363314 &amp; we'll have this sorted out right away.  2/2 ^EM
2166444,"@AmazonHelp Liefertermin war der 6., es ist immer noch nichts da. Alles was per DHL kommt ist super und primeNow auch, aber Amazon Logistics...Naja. 2/2",@448219 Bist du so lieb und meldest dich bitte direkt bei uns: https://t.co/br7bhrlJn8 Wir würden das gerne entsprechend weitergeben. ^TG
9767,"Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821",@117789 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD
19199,@AmazonHelp problem not resolved yet...high time now,@120264 Sorry to know about the delay in resolving your query. I'd like to take a closer look at this. ^AK (1/2)
250026,@115850 Fraud,"@175407 My apologies, Anup. Could you please let us know what went wrong so that we can help accordingly. ^KS"
814259,@AmazonHelp I did a mistake buying from amazon,"@313942 I understand your concern, Sandeep. Could you confirm if you've shared your details in the link provided earlier? ^HD"
275841,Have to say @115830 are the WORST for buying vinyl off. Ordered 2 weeks ago &amp; cant get it together at all. Never again. Back to HMV/Fopp.,@181894 Sorry to hear Brendan. Were you provided with a delivery date when you first placed the order? ^TP
1113147,@AmazonHelp Please message me with a contact person,@382708 We'd like to look into this directly. Please provide your details here: https://t.co/cPOg8eZLJu ^BE
785443,@AmazonHelp Is there anyway I can reschedule the delivery for today?,@307415 What did customer service advise when you contacted them? ^PK
2592122,@AmazonHelp I repurchased the email gift card and got the same email.,@734115 Thank you for the screen shot! Here's how you can identify if the email is from Amazon directy or spam: https://t.co/myMmllcJ8W. I hope this helps! ^LH
2867164,"@AmazonHelp @115821 
surely there's been some mistake? Is my mailman gonna come by right before bedtime or is it coming tomorrow? https://t.co/UqKblnaRvQ","@796289 Hi Jason. I certainly understand your concern! It's still possible you can receive this today by 8pm. If you don't, please let us know so we can investigate this further for you. ^HC"
1770236,@AmazonHelp I've removed all methods of payments and canceled my amazon prime yet it still took money out of my account help?,@532182 Please reach out directly by phone/chat to us here: https://t.co/JzP7hlA23B so we can take a closer look. ^TN
1425095,Looks like @120533 have sent my ordered item on a trip to the UK and back... #holidays https://t.co/ha29SeYrcM,"@270206 Hello, there is any delay on your delivery ? ^MH"
326381,@116618 is there an account for amazon video in Canada?,"@193753 Just to clarify, do you have a pre-existing Amazon account with a Prime Membership? ^AC"
1286982,@AmazonHelp I already sent my complaint through that link on Sunday Oct. 15 and have been waiting for an answer since!.. https://t.co/EgKOy6bcne,"@421025 Understand, have you contacted the SAC via phone? ^DA"
